part_oem_number,part_manufacturer,cross_ref_oem_number,cross_ref_manufacturer,cross_ref_type,notes
TC0010279,INA,OE0060638,INA,oem,Original equipment reference
TC0010279,INA,TC0005010,SKF,oem,Cross-reference for timing chains
TC0010279,INA,OE0060639,Original,oem,Original equipment reference
TC0010311,INA,TC0002710,Febi Bilstein,oem,Cross-reference for timing chains
TC0010311,INA,OE0060640,Original,oem,Original equipment reference
TC0010311,INA,TC0004141,Febi Bilstein,oem,Cross-reference for timing chains
TC0010311,INA,OE0060641,Original,oem,Original equipment reference
TC0010341,INA,TC0002505,SKF,compatible,Cross-reference for timing chains
TC0010341,INA,OE0060642,INA,oem,Original equipment reference
TC0010444,INA,TC0004141,Febi Bilstein,replacement,Cross-reference for timing chains
TC0010444,INA,OE0060643,Original,oem,Original equipment reference
TC0010460,Febi Bilstein,TC0010311,INA,replacement,Cross-reference for timing chains
TC0010460,Febi Bilstein,OE0060644,Febi Bilstein,oem,Original equipment reference
TC0010501,Febi Bilstein,TC0010045,INA,replacement,Cross-reference for timing chains
TC0010501,Febi Bilstein,OE0060645,Febi Bilstein,oem,Original equipment reference
TC0010502,Febi Bilstein,TC0009095,SKF,equivalent,Cross-reference for timing chains
TC0010502,Febi Bilstein,OE0060646,Original,oem,Original equipment reference
TC0010561,Febi Bilstein,TC0009855,INA,equivalent,Cross-reference for timing chains
TC0010561,Febi Bilstein,OE0060647,Original,oem,Original equipment reference
TC0010561,Febi Bilstein,TC0005521,SKF,oem,Cross-reference for timing chains
TC0010561,Febi Bilstein,OE0060648,Original,oem,Original equipment reference
TC0010691,Febi Bilstein,TC0006298,SKF,equivalent,Cross-reference for timing chains
TC0010691,Febi Bilstein,OE0060649,Febi Bilstein,oem,Original equipment reference
TC0010728,Febi Bilstein,TC0002924,SKF,equivalent,Cross-reference for timing chains
TC0010728,Febi Bilstein,OE0060650,Febi Bilstein,oem,Original equipment reference
TC0010754,SKF,TC0011174,INA,compatible,Cross-reference for timing chains
TC0010754,SKF,OE0060651,Original,oem,Original equipment reference
TC0010774,SKF,TC0010476,Febi Bilstein,compatible,Cross-reference for timing chains
TC0010774,SKF,OE0060652,Original,oem,Original equipment reference
TC0010926,INA,TC0002664,SKF,compatible,Cross-reference for timing chains
TC0010926,INA,OE0060653,INA,oem,Original equipment reference
TC0011145,INA,TC0002623,Febi Bilstein,equivalent,Cross-reference for timing chains
TC0011145,INA,OE0060654,INA,oem,Original equipment reference
TC0011174,INA,TC0004931,SKF,compatible,Cross-reference for timing chains
TC0011174,INA,OE0060655,Original,oem,Original equipment reference
TC0011174,INA,TC0009057,Febi Bilstein,oem,Cross-reference for timing chains
TC0011174,INA,OE0060656,Original,oem,Original equipment reference
TC0011202,Febi Bilstein,TC0008114,INA,equivalent,Cross-reference for timing chains
TC0011202,Febi Bilstein,OE0060657,Original,oem,Original equipment reference
TC0011202,Febi Bilstein,TC0007647,INA,compatible,Cross-reference for timing chains
TC0011202,Febi Bilstein,OE0060658,Original,oem,Original equipment reference
TC0011213,SKF,TC0009643,Febi Bilstein,replacement,Cross-reference for timing chains
TC0011213,SKF,OE0060659,Original,oem,Original equipment reference
TC0011231,INA,TC0010754,SKF,oem,Cross-reference for timing chains
TC0011231,INA,OE0060660,INA,oem,Original equipment reference
TC0011322,INA,TC0001270,Febi Bilstein,oem,Cross-reference for timing chains
TC0011322,INA,OE0060661,INA,oem,Original equipment reference
TC0011322,INA,TC0003059,Febi Bilstein,compatible,Cross-reference for timing chains
TC0011322,INA,OE0060662,INA,oem,Original equipment reference
TC0011322,INA,TC0004541,Febi Bilstein,oem,Cross-reference for timing chains
TC0011322,INA,OE0060663,Original,oem,Original equipment reference
TU0001309,Garrett,TU0005184,BorgWarner,equivalent,Cross-reference for turbochargers
TU0001309,Garrett,OE0060664,Original,oem,Original equipment reference
TU0001309,Garrett,TU0003762,Mahle,equivalent,Cross-reference for turbochargers
TU0001309,Garrett,OE0060665,Original,oem,Original equipment reference
TU0001309,Garrett,TU0005249,BorgWarner,replacement,Cross-reference for turbochargers
TU0001309,Garrett,OE0060666,Garrett,oem,Original equipment reference
TU0001312,BorgWarner,TU0010991,Garrett,compatible,Cross-reference for turbochargers
TU0001312,BorgWarner,OE0060667,BorgWarner,oem,Original equipment reference
TU0001312,BorgWarner,TU0008423,Mahle,oem,Cross-reference for turbochargers
TU0001312,BorgWarner,OE0060668,BorgWarner,oem,Original equipment reference
TU0001314,Mahle,TU0009931,BorgWarner,oem,Cross-reference for turbochargers
TU0001314,Mahle,OE0060669,Original,oem,Original equipment reference
TU0001314,Mahle,TU0002622,Garrett,equivalent,Cross-reference for turbochargers
TU0001314,Mahle,OE0060670,Mahle,oem,Original equipment reference
TU0001314,Mahle,TU0005184,BorgWarner,compatible,Cross-reference for turbochargers
TU0001314,Mahle,OE0060671,Mahle,oem,Original equipment reference
TU0001723,Garrett,TU0002574,Mahle,replacement,Cross-reference for turbochargers
TU0001723,Garrett,OE0060672,Garrett,oem,Original equipment reference
TU0001723,Garrett,TU0011086,BorgWarner,equivalent,Cross-reference for turbochargers
TU0001723,Garrett,OE0060673,Original,oem,Original equipment reference
TU0001737,Garrett,TU0002932,BorgWarner,replacement,Cross-reference for turbochargers
TU0001737,Garrett,OE0060674,Original,oem,Original equipment reference
TU0001737,Garrett,TU0003010,BorgWarner,equivalent,Cross-reference for turbochargers
TU0001737,Garrett,OE0060675,Original,oem,Original equipment reference
TU0001739,BorgWarner,TU0003944,Mahle,oem,Cross-reference for turbochargers
TU0001739,BorgWarner,OE0060676,BorgWarner,oem,Original equipment reference
TU0001739,BorgWarner,TU0011223,Garrett,oem,Cross-reference for turbochargers
TU0001739,BorgWarner,OE0060677,BorgWarner,oem,Original equipment reference
TU0001868,BorgWarner,TU0007860,Garrett,compatible,Cross-reference for turbochargers
TU0001868,BorgWarner,OE0060678,Original,oem,Original equipment reference
TU0001868,BorgWarner,TU0003508,Garrett,oem,Cross-reference for turbochargers
TU0001868,BorgWarner,OE0060679,BorgWarner,oem,Original equipment reference
TU0001869,Garrett,TU0011153,Mahle,oem,Cross-reference for turbochargers
TU0001869,Garrett,OE0060680,Original,oem,Original equipment reference
TU0001869,Garrett,TU0005929,BorgWarner,equivalent,Cross-reference for turbochargers
TU0001869,Garrett,OE0060681,Garrett,oem,Original equipment reference
TU0002026,Garrett,TU0009177,Mahle,replacement,Cross-reference for turbochargers
TU0002026,Garrett,OE0060682,Garrett,oem,Original equipment reference
TU0002034,BorgWarner,TU0010761,Mahle,oem,Cross-reference for turbochargers
TU0002034,BorgWarner,OE0060683,BorgWarner,oem,Original equipment reference
TU0002034,BorgWarner,TU0010575,Mahle,equivalent,Cross-reference for turbochargers
TU0002034,BorgWarner,OE0060684,BorgWarner,oem,Original equipment reference
TU0002110,BorgWarner,TU0011223,Garrett,compatible,Cross-reference for turbochargers
TU0002110,BorgWarner,OE0060685,BorgWarner,oem,Original equipment reference
TU0002154,BorgWarner,TU0010832,Mahle,compatible,Cross-reference for turbochargers
TU0002154,BorgWarner,OE0060686,BorgWarner,oem,Original equipment reference
TU0002171,Mahle,TU0004886,Garrett,oem,Cross-reference for turbochargers
TU0002171,Mahle,OE0060687,Original,oem,Original equipment reference
TU0002249,BorgWarner,TU0006575,Garrett,oem,Cross-reference for turbochargers
TU0002249,BorgWarner,OE0060688,Original,oem,Original equipment reference
TU0002326,BorgWarner,TU0007176,Mahle,compatible,Cross-reference for turbochargers
TU0002326,BorgWarner,OE0060689,Original,oem,Original equipment reference
TU0002512,Mahle,TU0011109,Garrett,equivalent,Cross-reference for turbochargers
TU0002512,Mahle,OE0060690,Original,oem,Original equipment reference
TU0002530,BorgWarner,TU0003652,Mahle,oem,Cross-reference for turbochargers
TU0002530,BorgWarner,OE0060691,Original,oem,Original equipment reference
TU0002530,BorgWarner,TU0003249,Garrett,oem,Cross-reference for turbochargers
TU0002530,BorgWarner,OE0060692,BorgWarner,oem,Original equipment reference
TU0002530,BorgWarner,TU0001869,Garrett,oem,Cross-reference for turbochargers
TU0002530,BorgWarner,OE0060693,BorgWarner,oem,Original equipment reference
TU0002557,Mahle,TU0002708,BorgWarner,equivalent,Cross-reference for turbochargers
TU0002557,Mahle,OE0060694,Mahle,oem,Original equipment reference
TU0002557,Mahle,TU0002674,Garrett,equivalent,Cross-reference for turbochargers
TU0002557,Mahle,OE0060695,Original,oem,Original equipment reference
TU0002572,Garrett,TU0007696,BorgWarner,equivalent,Cross-reference for turbochargers
TU0002572,Garrett,OE0060696,Original,oem,Original equipment reference
TU0002572,Garrett,TU0005446,BorgWarner,oem,Cross-reference for turbochargers
TU0002572,Garrett,OE0060697,Original,oem,Original equipment reference
TU0002572,Garrett,TU0002326,BorgWarner,equivalent,Cross-reference for turbochargers
TU0002572,Garrett,OE0060698,Original,oem,Original equipment reference
TU0002574,Mahle,TU0001309,Garrett,oem,Cross-reference for turbochargers
TU0002574,Mahle,OE0060699,Mahle,oem,Original equipment reference
TU0002673,Garrett,TU0007560,BorgWarner,compatible,Cross-reference for turbochargers
TU0002673,Garrett,OE0060700,Original,oem,Original equipment reference
TU0002673,Garrett,TU0002401,BorgWarner,equivalent,Cross-reference for turbochargers
TU0002673,Garrett,OE0060701,Original,oem,Original equipment reference
TU0002673,Garrett,TU0004494,Mahle,oem,Cross-reference for turbochargers
TU0002673,Garrett,OE0060702,Garrett,oem,Original equipment reference
TU0002674,Garrett,TU0004787,Mahle,compatible,Cross-reference for turbochargers
TU0002674,Garrett,OE0060703,Garrett,oem,Original equipment reference
TU0002708,BorgWarner,TU0009242,Mahle,replacement,Cross-reference for turbochargers
TU0002708,BorgWarner,OE0060704,Original,oem,Original equipment reference
TU0002708,BorgWarner,TU0005682,Mahle,equivalent,Cross-reference for turbochargers
TU0002708,BorgWarner,OE0060705,Original,oem,Original equipment reference
TU0002729,Garrett,TU0011259,BorgWarner,equivalent,Cross-reference for turbochargers
TU0002729,Garrett,OE0060706,Garrett,oem,Original equipment reference
TU0002880,Mahle,TU0011223,Garrett,compatible,Cross-reference for turbochargers
TU0002880,Mahle,OE0060707,Mahle,oem,Original equipment reference
TU0003010,BorgWarner,TU0005342,Mahle,compatible,Cross-reference for turbochargers
TU0003010,BorgWarner,OE0060708,BorgWarner,oem,Original equipment reference
TU0003146,BorgWarner,TU0006991,Mahle,equivalent,Cross-reference for turbochargers
TU0003146,BorgWarner,OE0060709,Original,oem,Original equipment reference
TU0003146,BorgWarner,TU0002337,Garrett,replacement,Cross-reference for turbochargers
TU0003146,BorgWarner,OE0060710,BorgWarner,oem,Original equipment reference
TU0003190,Mahle,TU0008559,BorgWarner,oem,Cross-reference for turbochargers
TU0003190,Mahle,OE0060711,Mahle,oem,Original equipment reference
TU0003308,Mahle,TU0004159,BorgWarner,oem,Cross-reference for turbochargers
TU0003308,Mahle,OE0060712,Mahle,oem,Original equipment reference
TU0003308,Mahle,TU0006829,Garrett,equivalent,Cross-reference for turbochargers
TU0003308,Mahle,OE0060713,Original,oem,Original equipment reference
TU0003326,BorgWarner,TU0005142,Mahle,replacement,Cross-reference for turbochargers
TU0003326,BorgWarner,OE0060714,BorgWarner,oem,Original equipment reference
TU0003432,Mahle,TU0009875,BorgWarner,compatible,Cross-reference for turbochargers
TU0003432,Mahle,OE0060715,Original,oem,Original equipment reference
TU0003477,Garrett,TU0002557,Mahle,replacement,Cross-reference for turbochargers
TU0003477,Garrett,OE0060716,Original,oem,Original equipment reference
TU0003477,Garrett,TU0010142,Mahle,compatible,Cross-reference for turbochargers
TU0003477,Garrett,OE0060717,Original,oem,Original equipment reference
TU0003508,Garrett,TU0003432,Mahle,replacement,Cross-reference for turbochargers
TU0003508,Garrett,OE0060718,Original,oem,Original equipment reference
TU0003558,Garrett,TU0002932,BorgWarner,compatible,Cross-reference for turbochargers
TU0003558,Garrett,OE0060719,Original,oem,Original equipment reference
TU0003632,BorgWarner,TU0011358,Garrett,equivalent,Cross-reference for turbochargers
TU0003632,BorgWarner,OE0060720,Original,oem,Original equipment reference
TU0003652,Mahle,TU0003477,Garrett,compatible,Cross-reference for turbochargers
TU0003652,Mahle,OE0060721,Original,oem,Original equipment reference
TU0003652,Mahle,TU0006990,Garrett,oem,Cross-reference for turbochargers
TU0003652,Mahle,OE0060722,Mahle,oem,Original equipment reference
TU0003652,Mahle,TU0001869,Garrett,equivalent,Cross-reference for turbochargers
TU0003652,Mahle,OE0060723,Original,oem,Original equipment reference
TU0003683,BorgWarner,TU0008482,Garrett,oem,Cross-reference for turbochargers
TU0003683,BorgWarner,OE0060724,BorgWarner,oem,Original equipment reference
TU0003683,BorgWarner,TU0008952,Garrett,compatible,Cross-reference for turbochargers
TU0003683,BorgWarner,OE0060725,Original,oem,Original equipment reference
TU0003698,Garrett,TU0005606,BorgWarner,replacement,Cross-reference for turbochargers
TU0003698,Garrett,OE0060726,Garrett,oem,Original equipment reference
TU0003698,Garrett,TU0003632,BorgWarner,oem,Cross-reference for turbochargers
TU0003698,Garrett,OE0060727,Garrett,oem,Original equipment reference
TU0003719,Garrett,TU0004159,BorgWarner,equivalent,Cross-reference for turbochargers
TU0003719,Garrett,OE0060728,Original,oem,Original equipment reference
TU0003719,Garrett,TU0003652,Mahle,replacement,Cross-reference for turbochargers
TU0003719,Garrett,OE0060729,Garrett,oem,Original equipment reference
TU0003719,Garrett,TU0009875,BorgWarner,oem,Cross-reference for turbochargers
TU0003719,Garrett,OE0060730,Original,oem,Original equipment reference
TU0003725,BorgWarner,TU0003249,Garrett,compatible,Cross-reference for turbochargers
TU0003725,BorgWarner,OE0060731,Original,oem,Original equipment reference
TU0003735,BorgWarner,TU0007418,Garrett,replacement,Cross-reference for turbochargers
TU0003735,BorgWarner,OE0060732,Original,oem,Original equipment reference
TU0003762,Mahle,TU0011140,Garrett,compatible,Cross-reference for turbochargers
TU0003762,Mahle,OE0060733,Original,oem,Original equipment reference
TU0003820,Garrett,TU0002401,BorgWarner,replacement,Cross-reference for turbochargers
TU0003820,Garrett,OE0060734,Original,oem,Original equipment reference
TU0003820,Garrett,TU0003725,BorgWarner,oem,Cross-reference for turbochargers
TU0003820,Garrett,OE0060735,Original,oem,Original equipment reference
TU0003944,Mahle,TU0007418,Garrett,equivalent,Cross-reference for turbochargers
TU0003944,Mahle,OE0060736,Original,oem,Original equipment reference
TU0004009,Mahle,TU0011086,BorgWarner,compatible,Cross-reference for turbochargers
TU0004009,Mahle,OE0060737,Original,oem,Original equipment reference
TU0004009,Mahle,TU0003632,BorgWarner,replacement,Cross-reference for turbochargers
TU0004009,Mahle,OE0060738,Original,oem,Original equipment reference
TU0004026,Garrett,TU0007662,Mahle,replacement,Cross-reference for turbochargers
TU0004026,Garrett,OE0060739,Original,oem,Original equipment reference
TU0004026,Garrett,TU0004787,Mahle,replacement,Cross-reference for turbochargers
TU0004026,Garrett,OE0060740,Original,oem,Original equipment reference
TU0004427,Mahle,TU0007418,Garrett,equivalent,Cross-reference for turbochargers
TU0004427,Mahle,OE0060741,Original,oem,Original equipment reference
TU0004494,Mahle,TU0007941,BorgWarner,equivalent,Cross-reference for turbochargers
TU0004494,Mahle,OE0060742,Original,oem,Original equipment reference
TU0004739,BorgWarner,TU0006213,Mahle,oem,Cross-reference for turbochargers
TU0004739,BorgWarner,OE0060743,BorgWarner,oem,Original equipment reference
TU0004739,BorgWarner,TU0006575,Garrett,replacement,Cross-reference for turbochargers
TU0004739,BorgWarner,OE0060744,Original,oem,Original equipment reference
TU0004787,Mahle,TU0010679,BorgWarner,replacement,Cross-reference for turbochargers
TU0004787,Mahle,OE0060745,Original,oem,Original equipment reference
TU0004886,Garrett,TU0010224,BorgWarner,compatible,Cross-reference for turbochargers
TU0004886,Garrett,OE0060746,Garrett,oem,Original equipment reference
TU0004909,Mahle,TU0011140,Garrett,oem,Cross-reference for turbochargers
TU0004909,Mahle,OE0060747,Mahle,oem,Original equipment reference
TU0004909,Mahle,TU0011280,BorgWarner,compatible,Cross-reference for turbochargers
TU0004909,Mahle,OE0060748,Original,oem,Original equipment reference
TU0004909,Mahle,TU0004903,Garrett,equivalent,Cross-reference for turbochargers
TU0004909,Mahle,OE0060749,Mahle,oem,Original equipment reference
TU0004956,Mahle,TU0001868,BorgWarner,oem,Cross-reference for turbochargers
TU0004956,Mahle,OE0060750,Mahle,oem,Original equipment reference
TU0004956,Mahle,TU0010840,BorgWarner,oem,Cross-reference for turbochargers
TU0004956,Mahle,OE0060751,Original,oem,Original equipment reference
TU0004956,Mahle,TU0002622,Garrett,replacement,Cross-reference for turbochargers
TU0004956,Mahle,OE0060752,Original,oem,Original equipment reference
TU0005153,Garrett,TU0005446,BorgWarner,equivalent,Cross-reference for turbochargers
TU0005153,Garrett,OE0060753,Original,oem,Original equipment reference
TU0005184,BorgWarner,TU0010805,Mahle,equivalent,Cross-reference for turbochargers
TU0005184,BorgWarner,OE0060754,Original,oem,Original equipment reference
TU0005184,BorgWarner,TU0010386,Garrett,compatible,Cross-reference for turbochargers
TU0005184,BorgWarner,OE0060755,BorgWarner,oem,Original equipment reference
TU0005232,Mahle,TU0003735,BorgWarner,oem,Cross-reference for turbochargers
TU0005232,Mahle,OE0060756,Mahle,oem,Original equipment reference
TU0005342,Mahle,TU0005642,Garrett,compatible,Cross-reference for turbochargers
TU0005342,Mahle,OE0060757,Mahle,oem,Original equipment reference
TU0005342,Mahle,TU0008952,Garrett,equivalent,Cross-reference for turbochargers
TU0005342,Mahle,OE0060758,Original,oem,Original equipment reference
TU0005446,BorgWarner,TU0001737,Garrett,equivalent,Cross-reference for turbochargers
TU0005446,BorgWarner,OE0060759,BorgWarner,oem,Original equipment reference
TU0005446,BorgWarner,TU0002879,Garrett,compatible,Cross-reference for turbochargers
TU0005446,BorgWarner,OE0060760,BorgWarner,oem,Original equipment reference
TU0005446,BorgWarner,TU0007907,Garrett,oem,Cross-reference for turbochargers
TU0005446,BorgWarner,OE0060761,BorgWarner,oem,Original equipment reference
TU0005528,Mahle,TU0001737,Garrett,oem,Cross-reference for turbochargers
TU0005528,Mahle,OE0060762,Mahle,oem,Original equipment reference
TU0005528,Mahle,TU0009931,BorgWarner,replacement,Cross-reference for turbochargers
TU0005528,Mahle,OE0060763,Mahle,oem,Original equipment reference
TU0005528,Mahle,TU0001739,BorgWarner,replacement,Cross-reference for turbochargers
TU0005528,Mahle,OE0060764,Original,oem,Original equipment reference
TU0005561,Garrett,TU0002512,Mahle,compatible,Cross-reference for turbochargers
TU0005561,Garrett,OE0060765,Original,oem,Original equipment reference
TU0005572,Mahle,TU0007907,Garrett,oem,Cross-reference for turbochargers
TU0005572,Mahle,OE0060766,Original,oem,Original equipment reference
TU0005599,Mahle,TU0004991,BorgWarner,replacement,Cross-reference for turbochargers
TU0005599,Mahle,OE0060767,Original,oem,Original equipment reference
TU0005599,Mahle,TU0003719,Garrett,replacement,Cross-reference for turbochargers
TU0005599,Mahle,OE0060768,Original,oem,Original equipment reference
TU0005606,BorgWarner,TU0001313,Mahle,replacement,Cross-reference for turbochargers
TU0005606,BorgWarner,OE0060769,Original,oem,Original equipment reference
TU0005606,BorgWarner,TU0009242,Mahle,equivalent,Cross-reference for turbochargers
TU0005606,BorgWarner,OE0060770,BorgWarner,oem,Original equipment reference
TU0005607,BorgWarner,TU0006575,Garrett,replacement,Cross-reference for turbochargers
TU0005607,BorgWarner,OE0060771,BorgWarner,oem,Original equipment reference
TU0005642,Garrett,TU0008113,Mahle,compatible,Cross-reference for turbochargers
TU0005642,Garrett,OE0060772,Garrett,oem,Original equipment reference
TU0005682,Mahle,TU0001737,Garrett,compatible,Cross-reference for turbochargers
TU0005682,Mahle,OE0060773,Original,oem,Original equipment reference
TU0005682,Mahle,TU0011109,Garrett,equivalent,Cross-reference for turbochargers
TU0005682,Mahle,OE0060774,Original,oem,Original equipment reference
TU0005758,Garrett,TU0006547,BorgWarner,compatible,Cross-reference for turbochargers
TU0005758,Garrett,OE0060775,Garrett,oem,Original equipment reference
TU0005777,BorgWarner,TU0005907,Garrett,compatible,Cross-reference for turbochargers
TU0005777,BorgWarner,OE0060776,Original,oem,Original equipment reference
TU0005853,BorgWarner,TU0002512,Mahle,oem,Cross-reference for turbochargers
TU0005853,BorgWarner,OE0060777,Original,oem,Original equipment reference
TU0005876,Garrett,TU0001312,BorgWarner,equivalent,Cross-reference for turbochargers
TU0005876,Garrett,OE0060778,Garrett,oem,Original equipment reference
TU0005907,Garrett,TU0008165,BorgWarner,replacement,Cross-reference for turbochargers
TU0005907,Garrett,OE0060779,Garrett,oem,Original equipment reference
TU0005907,Garrett,TU0006213,Mahle,replacement,Cross-reference for turbochargers
TU0005907,Garrett,OE0060780,Original,oem,Original equipment reference
TU0005929,BorgWarner,TU0001723,Garrett,equivalent,Cross-reference for turbochargers
TU0005929,BorgWarner,OE0060781,BorgWarner,oem,Original equipment reference
TU0005990,Garrett,TU0002574,Mahle,oem,Cross-reference for turbochargers
TU0005990,Garrett,OE0060782,Garrett,oem,Original equipment reference
TU0006026,BorgWarner,TU0010142,Mahle,equivalent,Cross-reference for turbochargers
TU0006026,BorgWarner,OE0060783,BorgWarner,oem,Original equipment reference
TU0006026,BorgWarner,TU0010805,Mahle,equivalent,Cross-reference for turbochargers
TU0006026,BorgWarner,OE0060784,Original,oem,Original equipment reference
TU0006026,BorgWarner,TU0007907,Garrett,compatible,Cross-reference for turbochargers
TU0006026,BorgWarner,OE0060785,Original,oem,Original equipment reference
TU0006047,BorgWarner,TU0009177,Mahle,replacement,Cross-reference for turbochargers
TU0006047,BorgWarner,OE0060786,Original,oem,Original equipment reference
TU0006047,BorgWarner,TU0002574,Mahle,oem,Cross-reference for turbochargers
TU0006047,BorgWarner,OE0060787,BorgWarner,oem,Original equipment reference
TU0006125,Garrett,TU0005606,BorgWarner,oem,Cross-reference for turbochargers
TU0006125,Garrett,OE0060788,Original,oem,Original equipment reference
TU0006125,Garrett,TU0005777,BorgWarner,compatible,Cross-reference for turbochargers
TU0006125,Garrett,OE0060789,Original,oem,Original equipment reference
TU0006125,Garrett,TU0004698,BorgWarner,compatible,Cross-reference for turbochargers
TU0006125,Garrett,OE0060790,Garrett,oem,Original equipment reference
TU0006177,Mahle,TU0011010,BorgWarner,equivalent,Cross-reference for turbochargers
TU0006177,Mahle,OE0060791,Original,oem,Original equipment reference
TU0006452,Garrett,TU0008995,Mahle,oem,Cross-reference for turbochargers
TU0006452,Garrett,OE0060792,Garrett,oem,Original equipment reference
TU0006628,Mahle,TU0005642,Garrett,oem,Cross-reference for turbochargers
TU0006628,Mahle,OE0060793,Mahle,oem,Original equipment reference
TU0006990,Garrett,TU0005528,Mahle,oem,Cross-reference for turbochargers
TU0006990,Garrett,OE0060794,Garrett,oem,Original equipment reference
TU0006991,Mahle,TU0002729,Garrett,equivalent,Cross-reference for turbochargers
TU0006991,Mahle,OE0060795,Mahle,oem,Original equipment reference
TU0007003,Garrett,TU0002249,BorgWarner,compatible,Cross-reference for turbochargers
TU0007003,Garrett,OE0060796,Original,oem,Original equipment reference
TU0007426,Mahle,TU0008243,BorgWarner,equivalent,Cross-reference for turbochargers
TU0007426,Mahle,OE0060797,Mahle,oem,Original equipment reference
TU0007426,Mahle,TU0009259,Garrett,oem,Cross-reference for turbochargers
TU0007426,Mahle,OE0060798,Original,oem,Original equipment reference
TU0007426,Mahle,TU0011140,Garrett,oem,Cross-reference for turbochargers
TU0007426,Mahle,OE0060799,Original,oem,Original equipment reference
TU0007480,Mahle,TU0004886,Garrett,equivalent,Cross-reference for turbochargers
TU0007480,Mahle,OE0060800,Original,oem,Original equipment reference
TU0007480,Mahle,TU0002326,BorgWarner,replacement,Cross-reference for turbochargers
TU0007480,Mahle,OE0060801,Mahle,oem,Original equipment reference
TU0007560,BorgWarner,TU0002813,Mahle,equivalent,Cross-reference for turbochargers
TU0007560,BorgWarner,OE0060802,BorgWarner,oem,Original equipment reference
TU0007572,Mahle,TU0011280,BorgWarner,equivalent,Cross-reference for turbochargers
TU0007572,Mahle,OE0060803,Mahle,oem,Original equipment reference
TU0007572,Mahle,TU0005153,Garrett,oem,Cross-reference for turbochargers
TU0007572,Mahle,OE0060804,Original,oem,Original equipment reference
TU0007586,BorgWarner,TU0004955,Mahle,oem,Cross-reference for turbochargers
TU0007586,BorgWarner,OE0060805,Original,oem,Original equipment reference
TU0007617,Garrett,TU0006777,BorgWarner,replacement,Cross-reference for turbochargers
TU0007617,Garrett,OE0060806,Original,oem,Original equipment reference
TU0007662,Mahle,TU0001868,BorgWarner,compatible,Cross-reference for turbochargers
TU0007662,Mahle,OE0060807,Mahle,oem,Original equipment reference
TU0007662,Mahle,TU0002401,BorgWarner,compatible,Cross-reference for turbochargers
TU0007662,Mahle,OE0060808,Mahle,oem,Original equipment reference
TU0007696,BorgWarner,TU0001314,Mahle,oem,Cross-reference for turbochargers
TU0007696,BorgWarner,OE0060809,BorgWarner,oem,Original equipment reference
TU0007696,BorgWarner,TU0002793,Mahle,oem,Cross-reference for turbochargers
TU0007696,BorgWarner,OE0060810,BorgWarner,oem,Original equipment reference
TU0007696,BorgWarner,TU0009053,Garrett,oem,Cross-reference for turbochargers
TU0007696,BorgWarner,OE0060811,Original,oem,Original equipment reference
TU0007807,Garrett,TU0002932,BorgWarner,compatible,Cross-reference for turbochargers
TU0007807,Garrett,OE0060812,Original,oem,Original equipment reference
TU0007907,Garrett,TU0010832,Mahle,equivalent,Cross-reference for turbochargers
TU0007907,Garrett,OE0060813,Original,oem,Original equipment reference
TU0007907,Garrett,TU0008559,BorgWarner,oem,Cross-reference for turbochargers
TU0007907,Garrett,OE0060814,Original,oem,Original equipment reference
TU0007941,BorgWarner,TU0003719,Garrett,replacement,Cross-reference for turbochargers
TU0007941,BorgWarner,OE0060815,Original,oem,Original equipment reference
TU0007962,Garrett,TU0006047,BorgWarner,compatible,Cross-reference for turbochargers
TU0007962,Garrett,OE0060816,Garrett,oem,Original equipment reference
TU0008026,Mahle,TU0001960,Garrett,replacement,Cross-reference for turbochargers
TU0008026,Mahle,OE0060817,Mahle,oem,Original equipment reference
TU0008046,Mahle,TU0004698,BorgWarner,equivalent,Cross-reference for turbochargers
TU0008046,Mahle,OE0060818,Original,oem,Original equipment reference
TU0008113,Mahle,TU0005606,BorgWarner,replacement,Cross-reference for turbochargers
TU0008113,Mahle,OE0060819,Original,oem,Original equipment reference
TU0008113,Mahle,TU0006777,BorgWarner,equivalent,Cross-reference for turbochargers
TU0008113,Mahle,OE0060820,Original,oem,Original equipment reference
TU0008165,BorgWarner,TU0007907,Garrett,compatible,Cross-reference for turbochargers
TU0008165,BorgWarner,OE0060821,BorgWarner,oem,Original equipment reference
TU0008423,Mahle,TU0001739,BorgWarner,compatible,Cross-reference for turbochargers
TU0008423,Mahle,OE0060822,Mahle,oem,Original equipment reference
TU0008482,Garrett,TU0007560,BorgWarner,replacement,Cross-reference for turbochargers
TU0008482,Garrett,OE0060823,Original,oem,Original equipment reference
TU0008482,Garrett,TU0005777,BorgWarner,compatible,Cross-reference for turbochargers
TU0008482,Garrett,OE0060824,Original,oem,Original equipment reference
TU0008541,Mahle,TU0010233,BorgWarner,replacement,Cross-reference for turbochargers
TU0008541,Mahle,OE0060825,Original,oem,Original equipment reference
TU0008541,Mahle,TU0005249,BorgWarner,equivalent,Cross-reference for turbochargers
TU0008541,Mahle,OE0060826,Mahle,oem,Original equipment reference
TU0008554,BorgWarner,TU0008046,Mahle,oem,Cross-reference for turbochargers
TU0008554,BorgWarner,OE0060827,BorgWarner,oem,Original equipment reference
TU0008710,Garrett,TU0010679,BorgWarner,oem,Cross-reference for turbochargers
TU0008710,Garrett,OE0060828,Original,oem,Original equipment reference
TU0008741,Garrett,TU0002154,BorgWarner,compatible,Cross-reference for turbochargers
